date,bdi_index,fuel in usd,congestion_score,freight_rate_usd_per_t,bdi_lag_1,bdi_lag_7,bdi_roll_mean_7,bdi_roll_std_7,month,dayofweek
29-09-2018,1293.26,574.47,0.36,33.7,1323.32,1354.44,1337.9386,32.3731,9,5
30-09-2018,1267.22,580.65,0.3,33.32,1293.26,1395.03,1319.68,30.8117,9,6
01-10-2018,1288.49,575.14,0.34,33.6,1267.22,1356.77,1309.9257,27.7708,10,0
02-10-2018,1271.86,567.59,0.32,33.25,1288.49,1317.64,1303.3857,30.869,10,1
03-10-2018,1273.61,582.29,0.32,33.47,1271.86,1335.01,1294.6143,29.0555,10,2
04-10-2018,1258.22,580.26,0.33,33.3,1273.61,1344.54,1282.2829,21.7288,10,3
05-10-2018,1258.0,575.15,0.3,33.14,1258.22,1323.32,1272.9514,13.7169,10,4
06-10-2018,1213.65,575.02,0.33,32.73,1258.0,1293.26,1261.5786,23.5505,10,5
07-10-2018,1245.18,577.96,0.36,33.21,1213.65,1267.22,1258.43,24.1366,10,6
08-10-2018,1211.63,573.13,0.29,32.56,1245.18,1288.49,1247.45,25.6195,10,0
09-10-2018,1243.21,575.3,0.35,33.12,1211.63,1271.86,1243.3571,23.2487,10,1
10-10-2018,1174.92,568.87,0.36,32.3,1243.21,1273.61,1229.2586,30.6051,10,2
11-10-2018,1217.95,575.27,0.29,32.66,1174.92,1258.22,1223.5057,27.921,10,3
12-10-2018,1176.73,569.82,0.27,32.06,1217.95,1258.0,1211.8957,28.0834,10,4
13-10-2018,1150.55,568.32,0.32,31.9,1176.73,1213.65,1202.8814,36.3398,10,5
14-10-2018,1145.92,560.75,0.29,31.65,1150.55,1245.18,1188.7014,36.4495,10,6
15-10-2018,1141.32,566.88,0.36,31.89,1145.92,1211.63,1178.6571,38.6964,10,0
16-10-2018,1148.75,560.9,0.31,31.74,1141.32,1243.21,1165.1629,27.1943,10,1
17-10-2018,1142.98,560.86,0.28,31.59,1148.75,1174.92,1160.6,27.9533,10,2
18-10-2018,1113.16,559.15,0.27,31.2,1142.98,1217.95,1145.63,18.6241,10,3
19-10-2018,1116.92,557.12,0.33,31.39,1113.16,1176.73,1137.0857,15.4227,10,4
20-10-2018,1153.04,570.54,0.28,31.84,1116.92,1150.55,1137.4414,15.8089,10,5
21-10-2018,1137.54,566.07,0.3,31.66,1153.04,1145.92,1136.2443,15.371,10,6
22-10-2018,1105.05,567.8,0.32,31.38,1137.54,1141.32,1131.0629,19.0482,10,0
23-10-2018,1090.6,552.85,0.28,30.89,1105.05,1148.75,1122.7557,22.429,10,1
24-10-2018,1085.82,557.74,0.29,30.93,1090.6,1142.98,1114.59,24.1758,10,2
25-10-2018,1089.21,550.78,0.29,30.87,1085.82,1113.16,1111.1686,26.0352,10,3
26-10-2018,1051.65,552.58,0.31,30.54,1089.21,1116.92,1101.8443,34.0778,10,4
27-10-2018,1060.73,550.73,0.31,30.61,1051.65,1153.04,1088.6571,28.3427,10,5
28-10-2018,1028.35,559.43,0.28,30.28,1060.73,1137.54,1073.0586,26.9693,10,6
29-10-2018,1062.54,551.33,0.29,30.58,1028.35,1105.05,1066.9857,23.069,10,0
30-10-2018,1062.21,556.96,0.28,30.63,1062.54,1090.6,1062.93,20.5877,10,1
31-10-2018,1036.16,554.06,0.24,30.17,1062.21,1085.82,1055.8357,19.9311,10,2
01-11-2018,1070.27,560.71,0.29,30.8,1036.16,1089.21,1053.13,15.4205,11,3
02-11-2018,1013.7,543.24,0.34,30.07,1070.27,1051.65,1047.7086,21.5002,11,4
03-11-2018,1005.43,554.46,0.26,29.9,1013.7,1060.73,1039.8086,25.6729,11,5
04-11-2018,1033.15,553.16,0.26,30.19,1005.43,1028.35,1040.4943,25.3783,11,6
05-11-2018,1044.96,543.07,0.26,30.18,1033.15,1062.54,1037.9829,23.6436,11,0
06-11-2018,1053.55,550.96,0.3,30.51,1044.96,1062.21,1036.7457,22.3562,11,1
07-11-2018,1011.35,547.25,0.3,29.98,1053.55,1036.16,1033.2014,24.3429,11,2
08-11-2018,1037.05,544.02,0.28,30.16,1011.35,1070.27,1028.4557,18.4325,11,3
09-11-2018,1014.43,540.68,0.25,29.77,1037.05,1013.7,1028.56,18.3369,11,4
10-11-2018,1010.14,540.4,0.28,29.81,1014.43,1005.43,1029.2329,17.4097,11,5
11-11-2018,1027.85,551.69,0.23,30.02,1010.14,1033.15,1028.4757,17.326,11,6
12-11-2018,1022.43,542.08,0.28,29.97,1027.85,1044.96,1025.2571,15.7768,11,0
13-11-2018,981.05,544.76,0.31,29.64,1022.43,1053.55,1014.9,17.7779,11,1
14-11-2018,1036.0,537.26,0.24,29.93,981.05,1011.35,1018.4214,19.331,11,2
15-11-2018,1034.07,536.63,0.23,29.87,1036.0,1037.05,1017.9957,18.88,11,3
16-11-2018,998.0,543.98,0.33,29.87,1034.07,1014.43,1015.6486,20.3604,11,4
17-11-2018,1017.64,532.79,0.26,29.73,998.0,1010.14,1016.72,20.219,11,5
18-11-2018,1021.2,536.08,0.31,29.96,1017.64,1027.85,1015.77,19.7599,11,6
19-11-2018,1019.36,537.26,0.28,29.87,1021.2,1022.43,1015.3314,19.6211,11,0
20-11-2018,1007.53,536.82,0.28,29.73,1019.36,981.05,1019.1143,13.5117,11,1
21-11-2018,1008.86,534.78,0.29,29.75,1007.53,1036.0,1015.2371,11.6203,11,2
22-11-2018,1024.88,536.44,0.25,29.83,1008.86,1034.07,1013.9243,9.4555,11,3
23-11-2018,1051.76,536.88,0.29,30.26,1024.88,998.0,1021.6043,14.7282,11,4
24-11-2018,1045.29,536.22,0.27,30.11,1051.76,1017.64,1025.5543,17.0176,11,5
25-11-2018,1033.82,528.05,0.24,29.78,1045.29,1021.2,1027.3571,17.1474,11,6
26-11-2018,1061.32,530.18,0.29,30.27,1033.82,1019.36,1033.3514,20.8255,11,0
27-11-2018,999.19,535.6,0.28,29.62,1061.32,1007.53,1032.16,22.7029,11,1
28-11-2018,1081.87,533.46,0.28,30.51,999.19,1008.86,1042.59,26.6434,11,2
29-11-2018,1033.62,522.99,0.25,29.74,1081.87,1024.88,1043.8386,25.8687,11,3
30-11-2018,1067.4,529.41,0.33,30.44,1033.62,1051.76,1046.0729,27.3026,11,4
01-12-2018,1060.23,518.72,0.31,30.15,1067.4,1045.29,1048.2071,27.8104,12,5
02-12-2018,1064.5,526.39,0.32,30.34,1060.23,1033.82,1052.59,27.5817,12,6
03-12-2018,1120.9,533.3,0.28,30.95,1064.5,1061.32,1061.1014,37.9637,12,0
04-12-2018,1096.86,520.49,0.24,30.38,1120.9,999.19,1075.0543,28.0782,12,1
05-12-2018,1121.47,520.13,0.35,30.98,1096.86,1081.87,1080.7114,33.202,12,2
06-12-2018,1122.01,525.98,0.29,30.89,1121.47,1033.62,1093.3386,28.8274,12,3
07-12-2018,1141.18,515.51,0.27,30.89,1122.01,1067.4,1103.8786,31.1568,12,4
08-12-2018,1141.58,518.49,0.3,31.03,1141.18,1060.23,1115.5,27.0655,12,5
09-12-2018,1122.01,522.81,0.33,30.96,1141.58,1064.5,1123.7157,15.0784,12,6
10-12-2018,1177.79,516.91,0.29,31.38,1122.01,1120.9,1131.8429,25.2253,12,0
11-12-2018,1155.13,517.8,0.33,31.26,1177.79,1096.86,1140.1671,21.0212,12,1
12-12-2018,1140.94,521.11,0.33,31.15,1155.13,1121.47,1142.9486,19.3571,12,2
13-12-2018,1172.94,519.05,0.26,31.27,1140.94,1122.01,1150.2243,19.743,12,3
14-12-2018,1222.25,517.7,0.27,31.83,1172.94,1141.18,1161.8057,32.9285,12,4
15-12-2018,1216.29,514.52,0.32,31.87,1222.25,1141.58,1172.4786,37.121,12,5
16-12-2018,1198.03,516.8,0.21,31.37,1216.29,1122.01,1183.3386,30.4084,12,6
17-12-2018,1205.34,514.14,0.29,31.65,1198.03,1177.79,1187.2743,31.3392,12,0
18-12-2018,1212.99,515.94,0.25,31.64,1205.34,1155.13,1195.54,28.9904,12,1
19-12-2018,1272.67,511.46,0.28,32.34,1212.99,1140.94,1214.3586,30.3632,12,2
20-12-2018,1241.7,512.23,0.29,32.03,1272.67,1172.94,1224.1814,25.4565,12,3
21-12-2018,1248.83,508.43,0.29,32.06,1241.7,1222.25,1227.9786,27.0527,12,4
22-12-2018,1267.92,511.9,0.28,32.29,1248.83,1216.29,1235.3543,30.191,12,5
23-12-2018,1255.36,508.31,0.27,32.07,1267.92,1198.03,1243.5443,25.8411,12,6
24-12-2018,1248.8,506.71,0.37,32.27,1255.36,1205.34,1249.7529,19.5993,12,0
25-12-2018,1254.34,512.0,0.36,32.38,1248.8,1212.99,1255.66,11.0308,12,1
26-12-2018,1260.76,511.53,0.26,32.15,1254.34,1272.67,1253.9586,8.6263,12,2
27-12-2018,1264.55,513.62,0.35,32.49,1260.76,1241.7,1257.2229,7.4587,12,3
28-12-2018,1284.41,508.48,0.29,32.46,1264.55,1248.83,1262.3057,11.7022,12,4
29-12-2018,1270.74,511.77,0.3,32.38,1284.41,1267.92,1262.7086,11.9731,12,5
30-12-2018,1287.39,512.27,0.3,32.58,1270.74,1255.36,1267.2843,14.5415,12,6
31-12-2018,1269.15,511.81,0.28,32.31,1287.39,1248.8,1270.1914,12.0512,12,0
01-01-2019,1271.67,506.65,0.33,32.41,1269.15,1254.34,1272.6671,9.8269,1,1
02-01-2019,1220.99,510.69,0.3,31.81,1271.67,1260.76,1266.9857,21.9173,1,2
03-01-2019,1281.95,511.66,0.28,32.45,1220.99,1264.55,1269.4714,22.5719,1,3
04-01-2019,1261.59,510.34,0.26,32.14,1281.95,1284.41,1266.2114,21.6853,1,4
05-01-2019,1266.9,501.96,0.27,32.11,1261.59,1270.74,1265.6629,21.6,1,5
06-01-2019,1169.25,511.34,0.25,31.09,1266.9,1287.39,1248.7857,40.0601,1,6
07-01-2019,1266.82,519.96,0.29,32.42,1169.25,1269.15,1248.4529,39.8719,1,0
08-01-2019,1203.73,509.71,0.26,31.48,1266.82,1271.67,1238.7471,41.5137,1,1
09-01-2019,1214.94,508.51,0.28,31.65,1203.73,1220.99,1237.8829,42.0051,1,2
10-01-2019,1152.3,513.34,0.33,31.17,1214.94,1281.95,1219.3614,47.5531,1,3
11-01-2019,1168.93,513.45,0.32,31.33,1152.3,1261.59,1206.1243,46.7284,1,4
12-01-2019,1115.42,517.44,0.28,30.66,1168.93,1266.9,1184.4843,48.9163,1,5
13-01-2019,1104.26,507.79,0.28,30.4,1115.42,1169.25,1175.2,57.6734,1,6
14-01-2019,1133.49,516.39,0.34,31.03,1104.26,1266.82,1156.1529,42.3542,1,0
15-01-2019,1070.23,516.26,0.29,30.17,1133.49,1203.73,1137.0814,47.1458,1,1
16-01-2019,1055.55,513.73,0.26,29.88,1070.23,1214.94,1114.3114,41.4175,1,2
17-01-2019,1044.51,516.2,0.23,29.7,1055.55,1152.3,1098.9129,44.8363,1,3
18-01-2019,1013.9,519.56,0.28,29.56,1044.51,1168.93,1076.7657,42.726,1,4
19-01-2019,983.8,519.45,0.29,29.25,1013.9,1115.42,1057.9629,51.0339,1,5
20-01-2019,963.41,511.68,0.24,28.76,983.8,1104.26,1037.8414,57.1394,1,6
21-01-2019,973.36,520.35,0.27,29.08,963.41,1133.49,1014.9657,42.6918,1,0
22-01-2019,907.93,517.27,0.25,28.25,973.36,1070.23,991.78,50.9493,1,1
23-01-2019,888.06,518.43,0.25,28.04,907.93,1055.55,967.8529,55.1644,1,2
24-01-2019,877.35,519.03,0.18,27.72,888.06,1044.51,943.9729,52.5696,1,3
25-01-2019,854.26,518.71,0.24,27.64,877.35,1013.9,921.1671,51.7997,1,4
26-01-2019,831.97,524.91,0.28,27.59,854.26,983.8,899.4771,52.9769,1,5
27-01-2019,801.19,520.23,0.22,27.0,831.97,963.41,876.3029,55.7568,1,6
28-01-2019,754.41,516.54,0.24,26.49,801.19,973.36,845.0243,53.607,1,0
29-01-2019,771.23,520.21,0.22,26.67,754.41,907.93,825.4957,51.7384,1,1
30-01-2019,713.97,523.24,0.25,26.16,771.23,888.06,800.6257,58.1023,1,2
31-01-2019,713.69,528.28,0.23,26.17,713.97,877.35,777.2457,54.9243,1,3
01-02-2019,682.33,526.31,0.2,25.7,713.69,854.26,752.6843,53.1586,2,4
02-02-2019,674.04,520.85,0.27,25.74,682.33,831.97,730.1229,47.0648,2,5
03-02-2019,663.14,535.5,0.26,25.79,674.04,801.19,710.4014,40.8334,2,6
04-02-2019,648.81,526.82,0.21,25.36,663.14,754.41,695.3157,41.3681,2,0
05-02-2019,637.25,531.71,0.24,25.39,648.81,771.23,676.1757,29.7551,2,1
06-02-2019,639.51,526.33,0.24,25.34,637.25,713.97,665.5386,27.191,2,2
07-02-2019,617.22,529.85,0.24,25.14,639.51,713.69,651.7571,22.8135,2,3
08-02-2019,602.2,531.76,0.17,24.79,617.22,682.33,640.31,24.9222,2,4
09-02-2019,609.86,533.97,0.25,25.15,602.2,674.04,631.1414,22.0898,2,5
10-02-2019,608.89,533.89,0.2,24.98,609.86,663.14,623.3914,18.1591,2,6
11-02-2019,581.85,533.7,0.21,24.71,608.89,648.81,613.8257,20.0732,2,0
12-02-2019,601.44,529.25,0.3,25.13,581.85,637.25,608.71,17.5077,2,1
13-02-2019,602.69,528.78,0.23,24.93,601.44,639.51,603.45,11.0532,2,2
14-02-2019,592.2,533.27,0.21,24.82,602.69,617.22,599.8757,9.8366,2,3
15-02-2019,610.44,536.49,0.15,24.89,592.2,602.2,601.0529,10.6228,2,4
16-02-2019,594.47,532.25,0.26,24.98,610.44,609.86,598.8543,10.0746,2,5
17-02-2019,597.89,538.46,0.18,24.86,594.47,608.89,597.2829,9.0546,2,6
18-02-2019,595.22,540.85,0.19,24.9,597.89,581.85,599.1929,6.2245,2,0
19-02-2019,597.87,531.45,0.21,24.86,595.22,601.44,598.6829,6.1555,2,1
20-02-2019,586.59,532.55,0.26,24.89,597.87,602.69,596.3829,7.3086,2,2
21-02-2019,583.63,536.32,0.25,24.88,586.59,592.2,595.1586,8.7096,2,3
22-02-2019,617.23,539.04,0.22,25.21,583.63,610.44,596.1286,10.818,2,4
23-02-2019,591.76,536.26,0.23,24.91,617.23,594.47,595.7414,10.9351,2,5
24-02-2019,591.16,545.18,0.21,24.97,591.76,597.89,594.78,11.0104,2,6
25-02-2019,579.58,542.01,0.23,24.86,591.16,595.22,592.5457,12.4048,2,0
26-02-2019,597.12,541.19,0.23,25.04,579.58,597.87,592.4386,12.3543,2,1
27-02-2019,590.83,535.65,0.25,24.96,597.12,586.59,593.0443,12.1215,2,2
28-02-2019,624.41,537.02,0.25,25.35,590.83,583.63,598.87,16.0166,2,3
01-03-2019,618.84,544.82,0.24,25.37,624.41,617.23,599.1,16.3326,3,4
02-03-2019,601.6,535.19,0.22,24.98,618.84,591.76,600.5057,16.016,3,5
03-03-2019,635.32,549.78,0.25,25.65,601.6,591.16,606.8143,19.9381,3,6
04-03-2019,622.86,545.55,0.22,25.36,635.32,579.58,612.9971,16.4992,3,0
05-03-2019,609.99,561.32,0.2,25.38,622.86,597.12,614.8357,15.0921,3,1
06-03-2019,587.48,558.14,0.22,25.15,609.99,590.83,614.3571,16.0057,3,2
07-03-2019,642.22,548.11,0.23,25.65,587.48,624.41,616.9014,19.0046,3,3
08-03-2019,603.0,549.33,0.26,25.32,642.22,618.84,614.6386,19.6668,3,4
09-03-2019,601.83,555.07,0.23,25.29,603.0,601.6,614.6714,19.6416,3,5
10-03-2019,633.43,559.09,0.2,25.61,601.83,635.32,614.4014,19.3208,3,6
11-03-2019,651.2,545.21,0.23,25.71,633.43,622.86,618.45,23.8314,3,0
12-03-2019,641.26,545.42,0.24,25.63,651.2,609.99,622.9171,24.8886,3,1
13-03-2019,633.94,551.44,0.24,25.63,641.26,587.48,629.5543,19.4679,3,2
14-03-2019,636.26,557.65,0.26,25.81,633.94,642.22,628.7029,18.945,3,3
15-03-2019,641.2,558.13,0.27,25.9,636.26,603.0,634.16,15.4949,3,4
16-03-2019,642.17,561.53,0.22,25.81,641.2,601.83,639.9229,6.151,3,5
17-03-2019,638.79,552.25,0.22,25.64,642.17,633.43,640.6886,5.5081,3,6
18-03-2019,638.85,548.07,0.21,25.55,638.79,651.2,638.9243,2.9759,3,0
19-03-2019,639.06,563.07,0.26,25.91,638.85,641.26,638.61,2.799,3,1
20-03-2019,633.21,556.32,0.28,25.81,639.06,633.94,638.5057,3.0078,3,2
21-03-2019,640.85,551.76,0.23,25.68,633.21,636.26,639.1614,2.9361,3,3
22-03-2019,626.61,562.23,0.23,25.67,640.85,641.2,637.0771,5.3959,3,4
23-03-2019,647.38,565.9,0.28,26.11,626.61,642.17,637.8214,6.4683,3,5
24-03-2019,639.2,562.51,0.26,25.91,647.38,638.79,637.88,6.4803,3,6
25-03-2019,640.08,561.71,0.26,25.91,639.2,638.85,638.0557,6.5275,3,0
26-03-2019,657.47,563.74,0.21,25.98,640.08,639.06,640.6857,9.8585,3,1
27-03-2019,674.13,563.46,0.26,26.31,657.47,633.21,646.5314,15.311,3,2
28-03-2019,670.89,559.68,0.22,26.1,674.13,640.85,650.8229,17.5058,3,3
29-03-2019,643.6,563.16,0.21,25.82,670.89,626.61,653.25,14.5108,3,4
30-03-2019,652.84,569.36,0.24,26.1,643.6,647.38,654.03,14.2877,3,5
31-03-2019,678.34,569.03,0.23,26.35,652.84,639.2,659.6214,15.1494,3,6
01-04-2019,657.59,568.88,0.24,26.14,678.34,640.08,662.1229,12.6194,4,0
02-04-2019,669.09,564.1,0.2,26.09,657.59,657.47,663.7829,12.6695,4,1
03-04-2019,680.88,568.29,0.28,26.52,669.09,674.13,664.7471,13.7951,4,2
04-04-2019,664.81,559.66,0.28,26.21,680.88,670.89,663.8786,13.5328,4,3
05-04-2019,680.29,570.81,0.19,26.28,664.81,643.6,669.12,11.2889,4,4
06-04-2019,665.09,576.92,0.28,26.46,680.29,652.84,670.87,9.0774,4,5
07-04-2019,676.59,564.07,0.23,26.26,665.09,678.34,670.62,8.8589,4,6
08-04-2019,690.59,568.5,0.28,26.63,676.59,657.59,675.3343,9.5247,4,0
09-04-2019,669.61,573.06,0.25,26.37,690.59,669.09,675.4086,9.4698,4,1
10-04-2019,697.7,577.65,0.25,26.75,669.61,680.88,677.8114,12.6795,4,2
11-04-2019,694.9,570.22,0.25,26.61,697.7,664.81,682.11,12.6376,4,3
12-04-2019,705.11,569.45,0.29,26.83,694.9,680.29,685.6557,15.2531,4,4
13-04-2019,704.11,563.93,0.22,26.54,705.11,665.09,691.23,13.5157,4,5
14-04-2019,721.8,573.76,0.27,27.02,704.11,676.59,697.6886,15.9387,4,6
15-04-2019,709.4,582.98,0.29,27.07,721.8,690.59,700.3757,16.1269,4,0
16-04-2019,705.71,575.2,0.28,26.89,709.4,669.61,705.5329,8.7199,4,1
17-04-2019,716.27,574.13,0.33,27.15,705.71,697.7,708.1857,8.7644,4,2
18-04-2019,725.31,576.01,0.24,27.0,716.27,694.9,712.53,8.617,4,3
19-04-2019,722.6,574.77,0.29,27.11,725.31,705.11,715.0286,8.6425,4,4
20-04-2019,726.26,571.37,0.26,27.01,722.6,704.11,718.1929,8.0104,4,5
21-04-2019,720.37,579.18,0.3,27.17,726.26,721.8,717.9886,7.9208,4,6
22-04-2019,724.79,576.7,0.26,27.07,720.37,709.4,720.1871,7.2468,4,0
23-04-2019,718.96,576.01,0.25,26.96,724.79,705.71,722.08,3.6954,4,1
24-04-2019,765.08,571.7,0.3,27.57,718.96,716.27,729.0529,16.1081,4,2
25-04-2019,729.24,582.46,0.25,27.17,765.08,725.31,729.6143,16.0242,4,3
26-04-2019,740.9,579.77,0.22,27.17,729.24,722.6,732.2286,16.1812,4,4
27-04-2019,744.9,574.4,0.25,27.23,740.9,726.26,734.8914,16.5644,4,5
28-04-2019,771.38,581.82,0.28,27.72,744.9,720.37,742.1786,19.9796,4,6
29-04-2019,759.68,575.13,0.31,27.59,771.38,724.79,747.1629,19.2577,4,0
30-04-2019,785.66,574.05,0.27,27.74,759.68,718.96,756.6914,19.4774,4,1
01-05-2019,763.78,574.39,0.3,27.59,785.66,765.08,756.5057,19.3901,5,2
02-05-2019,781.91,569.93,0.22,27.49,763.78,729.24,764.03,17.1343,5,3
03-05-2019,771.16,580.53,0.25,27.61,781.91,740.9,768.3529,13.8235,5,4
04-05-2019,818.38,570.1,0.26,28.02,771.16,744.9,778.85,19.6973,5,5
05-05-2019,776.1,573.1,0.26,27.59,818.38,771.38,779.5243,19.4785,5,6
06-05-2019,802.7,569.39,0.27,27.87,776.1,759.68,785.67,18.9535,5,0
07-05-2019,812.69,578.82,0.29,28.17,802.7,785.66,789.5314,21.5295,5,1
08-05-2019,814.91,578.74,0.25,28.08,812.69,763.78,796.8357,19.9523,5,2
09-05-2019,811.62,578.13,0.27,28.09,814.91,781.91,801.08,19.4005,5,3
10-05-2019,817.95,575.02,0.27,28.12,811.62,771.16,807.7643,14.9159,5,4
11-05-2019,826.14,574.63,0.24,28.11,817.95,818.38,808.8729,16.0794,5,5
12-05-2019,828.99,582.43,0.27,28.35,826.14,776.1,816.4286,8.9656,5,6
13-05-2019,851.49,577.93,0.27,28.53,828.99,802.7,823.3986,14.042,5,0
14-05-2019,876.38,582.16,0.27,28.87,851.49,812.69,832.4971,23.4376,5,1
15-05-2019,840.27,576.79,0.27,28.39,876.38,814.91,836.12,22.193,5,2
16-05-2019,833.75,581.95,0.28,28.42,840.27,811.62,839.2814,19.5387,5,3
17-05-2019,859.57,587.38,0.26,28.73,833.75,817.95,845.2271,18.2561,5,4
18-05-2019,907.41,584.26,0.31,29.37,859.57,826.14,856.8371,27.5637,5,5
19-05-2019,860.78,579.82,0.24,28.57,907.41,828.99,861.3786,24.6788,5,6
20-05-2019,905.74,583.15,0.25,29.16,860.78,851.49,869.1286,29.1661,5,0
21-05-2019,912.99,581.05,0.36,29.54,905.74,876.38,874.3586,33.6248,5,1
22-05-2019,883.85,582.42,0.25,28.9,912.99,840.27,880.5843,30.1122,5,2
23-05-2019,908.56,581.09,0.24,29.13,883.85,833.75,891.2714,23.2026,5,3
24-05-2019,932.59,582.06,0.3,29.59,908.56,859.57,901.7029,22.9881,5,4
25-05-2019,906.56,584.04,0.22,29.09,932.59,907.41,901.5814,22.9551,5,5
26-05-2019,916.26,578.64,0.27,29.27,906.56,860.78,909.5071,14.5637,5,6
27-05-2019,916.85,578.77,0.34,29.49,916.26,905.74,911.0943,14.6896,5,0
28-05-2019,916.5,577.26,0.23,29.13,916.85,912.99,911.5957,14.8244,5,1
29-05-2019,929.64,576.51,0.22,29.24,916.5,883.85,918.1371,9.7879,5,2
30-05-2019,926.9,578.54,0.24,29.3,929.64,908.56,920.7571,9.2361,5,3
31-05-2019,955.6,585.22,0.31,29.92,926.9,932.59,924.0443,15.8651,5,4
01-06-2019,948.99,580.55,0.32,29.81,955.6,906.56,930.1057,16.1741,6,5
02-06-2019,973.79,587.39,0.27,30.04,948.99,916.26,938.3243,21.6541,6,6
03-06-2019,949.8,585.41,0.31,29.86,973.79,916.85,943.0314,19.7013,6,0
04-06-2019,990.57,576.29,0.33,30.25,949.8,916.5,953.6129,22.7343,6,1
05-06-2019,1007.21,588.86,0.34,30.64,990.57,929.64,964.6943,27.5059,6,2
06-06-2019,964.12,589.87,0.28,29.99,1007.21,926.9,970.0114,22.0358,6,3
07-06-2019,1014.56,581.69,0.22,30.26,964.12,955.6,978.4343,26.4378,6,4
08-06-2019,1038.05,588.62,0.27,30.77,1014.56,948.99,991.1571,30.9508,6,5
09-06-2019,1001.23,582.92,0.28,30.31,1038.05,973.79,995.0771,30.1109,6,6
10-06-2019,1062.56,587.71,0.28,31.07,1001.23,949.8,1011.1857,31.957,6,0
11-06-2019,1047.4,581.62,0.29,30.84,1062.56,990.57,1019.3043,33.0469,6,1
12-06-2019,1034.4,579.46,0.33,30.78,1047.4,1007.21,1023.1886,32.9863,6,2
13-06-2019,1054.84,586.42,0.33,31.11,1034.4,964.12,1036.1486,21.854,6,3
14-06-2019,1074.87,587.98,0.29,31.24,1054.84,1014.56,1044.7643,23.732,6,4
15-06-2019,1073.99,587.03,0.33,31.33,1074.87,1038.05,1049.8986,25.8321,6,5
16-06-2019,1091.43,583.68,0.31,31.42,1073.99,1001.23,1062.7843,19.1386,6,6
17-06-2019,1071.38,587.74,0.3,31.23,1091.43,1062.56,1064.0443,19.4098,6,0
18-06-2019,1101.35,591.27,0.33,31.7,1071.38,1047.4,1071.7514,22.2086,6,1
19-06-2019,1078.9,590.18,0.3,31.34,1101.35,1034.4,1078.1086,14.9019,6,2
20-06-2019,1114.84,591.68,0.36,31.95,1078.9,1054.84,1086.68,16.4615,6,3
21-06-2019,1109.64,588.1,0.26,31.54,1114.84,1074.87,1091.6471,17.516,6,4
22-06-2019,1124.69,597.29,0.29,31.93,1109.64,1073.99,1098.89,19.3809,6,5
23-06-2019,1178.05,586.68,0.3,32.41,1124.69,1091.43,1111.2643,35.101,6,6
24-06-2019,1188.77,595.09,0.32,32.7,1178.05,1071.38,1128.0343,40.4974,6,0
25-06-2019,1193.07,598.94,0.35,32.9,1188.77,1101.35,1141.1371,45.0112,6,1
26-06-2019,1171.65,596.2,0.31,32.5,1193.07,1078.9,1154.3871,36.4799,6,2
27-06-2019,1204.01,593.55,0.27,32.7,1171.65,1114.84,1167.1257,35.9334,6,3
28-06-2019,1254.18,592.62,0.34,33.46,1204.01,1109.64,1187.7743,38.8084,6,4
29-06-2019,1247.72,600.72,0.34,33.5,1254.18,1124.69,1205.35,32.8838,6,5
30-06-2019,1315.06,589.65,0.27,33.89,1247.72,1178.05,1224.9229,50.162,6,6
01-07-2019,1289.88,592.49,0.33,33.83,1315.06,1188.77,1239.3671,52.5187,7,0
02-07-2019,1304.35,595.92,0.28,33.89,1289.88,1193.07,1255.2643,53.0088,7,1
03-07-2019,1312.14,604.47,0.31,34.19,1304.35,1171.65,1275.3343,41.3995,7,2
04-07-2019,1342.88,601.1,0.31,34.49,1312.14,1204.01,1295.1729,34.1657,7,3
05-07-2019,1356.62,595.38,0.36,34.71,1342.88,1254.18,1309.8071,35.5902,7,4
06-07-2019,1399.15,599.3,0.34,35.18,1356.62,1247.72,1331.44,37.531,7,5
07-07-2019,1427.36,598.62,0.31,35.4,1399.15,1315.06,1347.4829,50.9611,7,6
08-07-2019,1405.12,598.95,0.37,35.33,1427.36,1289.88,1363.9457,47.765,7,0
09-07-2019,1413.1,607.89,0.31,35.37,1405.12,1304.35,1379.4814,42.5518,7,1
10-07-2019,1422.07,597.36,0.36,35.47,1413.1,1312.14,1395.1857,32.7019,7,2
11-07-2019,1507.58,612.6,0.33,36.55,1422.07,1342.88,1418.7143,45.53,7,3
12-07-2019,1487.35,609.66,0.35,36.35,1507.58,1356.62,1437.39,42.5276,7,4
13-07-2019,1481.63,611.78,0.38,36.4,1487.35,1399.15,1449.1729,41.5825,7,5
14-07-2019,1576.45,605.09,0.39,37.4,1481.63,1427.36,1470.4714,61.81,7,6
15-07-2019,1661.24,607.47,0.41,38.44,1576.45,1405.12,1507.06,87.2484,7,0
16-07-2019,1614.33,602.08,0.37,37.72,1661.24,1413.1,1535.8071,84.2291,7,1
17-07-2019,1664.05,607.37,0.39,38.41,1614.33,1422.07,1570.3757,79.2806,7,2
18-07-2019,1666.73,613.22,0.37,38.46,1664.05,1507.58,1593.1114,81.0709,7,3
19-07-2019,1686.37,618.02,0.39,38.81,1666.73,1487.35,1621.5429,72.2128,7,4
20-07-2019,1742.96,607.13,0.41,39.35,1686.37,1481.63,1658.8757,52.7549,7,5
21-07-2019,1730.8,611.64,0.39,39.22,1742.96,1576.45,1680.9257,44.11,7,6
22-07-2019,1773.73,613.57,0.35,39.61,1730.8,1661.24,1696.9957,54.9114,7,0
