date,port,congestion_score,avg_queue_length_vessels,avg_wait_hours,is_synthetic,month,day_of_week,is_monsoon_season
2025-11-07,Los Angeles,0.5984,5,40.9,True,11,4,0
2025-11-08,Los Angeles,0.5122,4,37.8,True,11,5,0
2025-11-09,Los Angeles,0.4832,1,30.0,True,11,6,0
2025-11-10,Los Angeles,0.5075,3,37.3,True,11,0,0
2025-11-11,Los Angeles,0.6128,4,49.9,True,11,1,0
2025-11-12,Los Angeles,0.5887,5,50.0,True,11,2,0
2025-11-13,Los Angeles,0.5008,3,45.8,True,11,3,0
2025-11-14,Los Angeles,0.6051,8,85.0,True,11,4,0
2025-11-15,Los Angeles,0.5093,4,49.7,True,11,5,0
2025-11-16,Los Angeles,0.4968,2,36.8,True,11,6,0
2025-11-17,Los Angeles,0.4329,5,59.7,True,11,0,0
2025-11-18,Los Angeles,0.5086,4,32.0,True,11,1,0
2025-11-19,Los Angeles,0.4501,4,41.3,True,11,2,0
2025-11-20,Los Angeles,0.5164,5,65.4,True,11,3,0
2025-11-21,Los Angeles,0.582,7,75.3,True,11,4,0
2025-11-22,Los Angeles,0.423,5,48.1,True,11,5,0
2025-11-23,Los Angeles,0.4267,5,50.5,True,11,6,0
2025-11-24,Los Angeles,0.4479,3,48.3,True,11,0,0
2025-11-25,Los Angeles,0.5644,4,33.7,True,11,1,0
2025-11-26,Los Angeles,0.6031,4,53.5,True,11,2,0
2025-11-27,Los Angeles,0.4382,6,53.8,True,11,3,0
2025-11-28,Los Angeles,0.4417,5,42.9,True,11,4,0
2025-11-29,Los Angeles,0.4844,7,61.1,True,11,5,0
2025-11-30,Los Angeles,0.3493,5,51.2,True,11,6,0
2025-12-01,Los Angeles,0.5229,4,56.8,True,12,0,0
2025-12-02,Los Angeles,0.565,4,48.0,True,12,1,0
2025-12-03,Los Angeles,0.406,5,53.3,True,12,2,0
2025-12-04,Los Angeles,0.4822,6,61.6,True,12,3,0
2025-12-05,Los Angeles,0.5086,4,33.6,True,12,4,0
2025-12-06,Los Angeles,0.4294,4,43.2,True,12,5,0
2025-12-07,Los Angeles,0.3748,3,26.6,True,12,6,0
2025-12-08,Los Angeles,0.5611,3,40.6,True,12,0,0
2025-12-09,Los Angeles,0.5924,8,83.5,True,12,1,0
2025-12-10,Los Angeles,0.3826,4,44.9,True,12,2,0
2025-12-11,Los Angeles,0.4821,2,39.1,True,12,3,0
2025-12-12,Los Angeles,0.5712,4,36.3,True,12,4,0
2025-12-13,Los Angeles,0.6264,7,63.3,True,12,5,0
2025-12-14,Los Angeles,0.613,3,45.8,True,12,6,0
2025-12-15,Los Angeles,0.6025,4,58.4,True,12,0,0
2025-12-16,Los Angeles,0.5479,6,58.1,True,12,1,0
2025-12-17,Los Angeles,0.318,0,16.3,True,12,2,0
2025-12-18,Los Angeles,0.6629,7,74.6,True,12,3,0
2025-12-19,Los Angeles,0.3585,5,42.6,True,12,4,0
2025-12-20,Los Angeles,0.5741,6,74.4,True,12,5,0
2025-12-21,Los Angeles,0.4816,5,56.2,True,12,6,0
2025-12-22,Los Angeles,0.6001,5,54.3,True,12,0,0
2025-12-23,Los Angeles,0.3496,3,35.1,True,12,1,0
2025-12-24,Los Angeles,0.3935,2,26.0,True,12,2,0
2025-12-25,Los Angeles,0.5619,5,50.4,True,12,3,0
2025-12-26,Los Angeles,0.7008,5,67.1,True,12,4,0
2025-12-27,Los Angeles,0.5042,5,47.5,True,12,5,0
2025-12-28,Los Angeles,0.569,8,78.1,True,12,6,0
2025-12-29,Los Angeles,0.4483,3,37.5,True,12,0,0
2025-12-30,Los Angeles,0.3152,4,42.1,True,12,1,0
2025-12-31,Los Angeles,0.6544,7,88.9,True,12,2,0
2026-01-01,Los Angeles,0.4395,2,26.2,True,1,3,0
2026-01-02,Los Angeles,0.5606,5,54.5,True,1,4,0
2026-01-03,Los Angeles,0.4481,4,37.6,True,1,5,0
2026-01-04,Los Angeles,0.3489,3,20.9,True,1,6,0
2026-01-05,Los Angeles,0.4864,4,49.4,True,1,0,0
2026-01-06,Los Angeles,0.5174,3,39.1,True,1,1,0
2026-01-07,Los Angeles,0.5161,8,70.8,True,1,2,0
2026-01-08,Los Angeles,0.611,7,78.6,True,1,3,0
2026-01-09,Los Angeles,0.2758,0,4.7,True,1,4,0
2026-01-10,Los Angeles,0.382,3,31.1,True,1,5,0
2026-01-11,Los Angeles,0.3655,3,38.9,True,1,6,0
2026-01-12,Los Angeles,0.2622,1,17.7,True,1,0,0
2026-01-13,Los Angeles,0.4586,2,39.2,True,1,1,0
2026-01-14,Los Angeles,0.3982,2,18.3,True,1,2,0
2026-01-15,Los Angeles,0.3881,1,29.5,True,1,3,0
2026-01-16,Los Angeles,0.3906,6,53.0,True,1,4,0
2026-01-17,Los Angeles,0.4726,3,34.8,True,1,5,0
2026-01-18,Los Angeles,0.566,7,89.8,True,1,6,0
2026-01-19,Los Angeles,0.4863,3,27.6,True,1,0,0
2026-01-20,Los Angeles,0.4667,4,45.7,True,1,1,0
2026-01-21,Los Angeles,0.6601,6,58.5,True,1,2,0
2026-01-22,Los Angeles,0.4933,6,66.5,True,1,3,0
2026-01-23,Los Angeles,0.29,4,34.5,True,1,4,0
2026-01-24,Los Angeles,0.444,4,34.9,True,1,5,0
2026-01-25,Los Angeles,0.3398,1,22.5,True,1,6,0
2026-01-26,Los Angeles,0.5132,5,54.1,True,1,0,0
2026-01-27,Los Angeles,0.4623,4,53.0,True,1,1,0
2026-01-28,Los Angeles,0.4069,3,26.6,True,1,2,0
2026-01-29,Los Angeles,0.5218,6,59.5,True,1,3,0
2026-01-30,Los Angeles,0.3611,4,34.8,True,1,4,0
2026-01-31,Los Angeles,0.5478,3,37.0,True,1,5,0
2026-02-01,Los Angeles,0.4876,4,30.4,True,2,6,0
2026-02-02,Los Angeles,0.4891,5,43.2,True,2,0,0
2026-02-03,Los Angeles,0.4552,3,31.3,True,2,1,0
2026-02-04,Los Angeles,0.4253,3,37.1,True,2,2,0
2026-02-05,Los Angeles,0.5343,6,76.2,True,2,3,0
2026-02-06,Los Angeles,0.519,4,49.9,True,2,4,0
2026-02-07,Los Angeles,0.4071,2,27.2,True,2,5,0
2026-02-08,Los Angeles,0.3471,3,36.3,True,2,6,0
2026-02-09,Los Angeles,0.5646,4,48.8,True,2,0,0
2026-02-10,Los Angeles,0.343,5,43.6,True,2,1,0
2026-02-11,Los Angeles,0.4144,4,30.3,True,2,2,0
2026-02-12,Los Angeles,0.444,4,40.3,True,2,3,0
2026-02-13,Los Angeles,0.6706,6,74.2,True,2,4,0
2026-02-14,Los Angeles,0.5206,5,44.7,True,2,5,0
2026-02-15,Los Angeles,0.5237,5,42.5,True,2,6,0
2026-02-16,Los Angeles,0.6591,5,62.1,True,2,0,0
2026-02-17,Los Angeles,0.4929,3,36.4,True,2,1,0
2026-02-18,Los Angeles,0.4436,3,45.7,True,2,2,0
2026-02-19,Los Angeles,0.6181,4,56.7,True,2,3,0
2026-02-20,Los Angeles,0.3698,3,45.1,True,2,4,0
2026-02-21,Los Angeles,0.6128,5,61.8,True,2,5,0
2026-02-22,Los Angeles,0.4097,4,41.7,True,2,6,0
2026-02-23,Los Angeles,0.4547,5,40.7,True,2,0,0
2026-02-24,Los Angeles,0.5706,4,54.6,True,2,1,0
2026-02-25,Los Angeles,0.395,6,51.1,True,2,2,0
2026-02-26,Los Angeles,0.4472,5,63.3,True,2,3,0
2026-02-27,Los Angeles,0.6401,5,64.3,True,2,4,0
2026-02-28,Los Angeles,0.7162,6,76.1,True,2,5,0
2026-03-01,Los Angeles,0.3149,4,30.3,True,3,6,0
2026-03-02,Los Angeles,0.7114,4,59.5,True,3,0,0
2026-03-03,Los Angeles,0.3998,3,39.6,True,3,1,0
2026-03-04,Los Angeles,0.3563,3,25.4,True,3,2,0
2026-03-05,Los Angeles,0.4645,5,42.6,True,3,3,0
2026-03-06,Los Angeles,0.6276,6,69.2,True,3,4,0
2026-03-07,Los Angeles,0.6132,8,79.4,True,3,5,0
2026-03-08,Los Angeles,0.3414,4,30.5,True,3,6,0
2026-03-09,Los Angeles,0.3819,2,22.8,True,3,0,0
2026-03-10,Los Angeles,0.6475,5,49.3,True,3,1,0
2026-03-11,Los Angeles,0.4207,3,25.2,True,3,2,0
2026-03-12,Los Angeles,0.5037,3,36.8,True,3,3,0
2026-03-13,Los Angeles,0.3827,4,31.6,True,3,4,0
2026-03-14,Los Angeles,0.4454,4,47.3,True,3,5,0
2026-03-15,Los Angeles,0.6277,5,56.4,True,3,6,0
2026-03-16,Los Angeles,0.559,4,54.7,True,3,0,0
2026-03-17,Los Angeles,0.486,4,37.4,True,3,1,0
2026-03-18,Los Angeles,0.4194,1,22.2,True,3,2,0
2026-03-19,Los Angeles,0.461,5,68.4,True,3,3,0
2026-03-20,Los Angeles,0.4929,6,59.2,True,3,4,0
2026-03-21,Los Angeles,0.5174,2,24.9,True,3,5,0
2026-03-22,Los Angeles,0.4261,3,39.1,True,3,6,0
2026-03-23,Los Angeles,0.2996,4,33.3,True,3,0,0
2026-03-24,Los Angeles,0.3057,3,20.2,True,3,1,0
2026-03-25,Los Angeles,0.6222,6,58.3,True,3,2,0
2026-03-26,Los Angeles,0.4177,4,42.3,True,3,3,0
2026-03-27,Los Angeles,0.3308,7,65.3,True,3,4,0
2026-03-28,Los Angeles,0.2918,2,15.1,True,3,5,0
2026-03-29,Los Angeles,0.5415,4,54.1,True,3,6,0
2026-03-30,Los Angeles,0.523,3,41.8,True,3,0,0
2026-03-31,Los Angeles,0.3592,0,10.4,True,3,1,0
2026-04-01,Los Angeles,0.5265,5,49.0,True,4,2,0
2026-04-02,Los Angeles,0.4669,4,38.4,True,4,3,0
2026-04-03,Los Angeles,0.3737,5,48.2,True,4,4,0
2026-04-04,Los Angeles,0.43,3,44.3,True,4,5,0
2026-04-05,Los Angeles,0.4916,4,42.7,True,4,6,0
2026-04-06,Los Angeles,0.2716,4,38.2,True,4,0,0
2026-04-07,Los Angeles,0.4786,5,59.6,True,4,1,0
2026-04-08,Los Angeles,0.4683,5,56.7,True,4,2,0
2026-04-09,Los Angeles,0.3835,6,66.5,True,4,3,0
2026-04-10,Los Angeles,0.5504,5,57.1,True,4,4,0
2026-04-11,Los Angeles,0.5642,6,65.8,True,4,5,0
2026-04-12,Los Angeles,0.6052,4,54.6,True,4,6,0
2026-04-13,Los Angeles,0.4791,3,24.6,True,4,0,0
2026-04-14,Los Angeles,0.345,2,30.9,True,4,1,0
2026-04-15,Los Angeles,0.3166,3,33.0,True,4,2,0
2026-04-16,Los Angeles,0.5616,6,51.5,True,4,3,0
2026-04-17,Los Angeles,0.4869,5,53.2,True,4,4,0
2026-04-18,Los Angeles,0.4974,5,66.0,True,4,5,0
2026-04-19,Los Angeles,0.5407,1,21.7,True,4,6,0
2026-04-20,Los Angeles,0.4652,3,46.5,True,4,0,0
2026-04-21,Los Angeles,0.4263,4,40.0,True,4,1,0
2026-04-22,Los Angeles,0.4474,3,33.8,True,4,2,0
2026-04-23,Los Angeles,0.5762,5,46.9,True,4,3,0
2026-04-24,Los Angeles,0.3946,4,43.1,True,4,4,0
2026-04-25,Los Angeles,0.4895,4,48.4,True,4,5,0
2026-04-26,Los Angeles,0.4311,2,27.1,True,4,6,0
2026-04-27,Los Angeles,0.5572,5,59.6,True,4,0,0
2026-04-28,Los Angeles,0.3598,3,44.9,True,4,1,0
2026-04-29,Los Angeles,0.4956,2,36.8,True,4,2,0
2026-04-30,Los Angeles,0.4734,5,47.2,True,4,3,0
2026-05-01,Los Angeles,0.5239,6,55.1,True,5,4,0
2026-05-02,Los Angeles,0.4829,7,64.6,True,5,5,0
2026-05-03,Los Angeles,0.4361,5,49.1,True,5,6,0
2026-05-04,Los Angeles,0.4915,3,40.2,True,5,0,0
2026-05-05,Los Angeles,0.5612,4,41.9,True,5,1,0
2026-05-06,Los Angeles,0.5793,3,29.0,True,5,2,0
2026-05-07,Los Angeles,0.3974,5,64.1,True,5,3,0
2026-05-08,Los Angeles,0.5893,4,45.0,True,5,4,0
2026-05-09,Los Angeles,0.5371,9,81.0,True,5,5,0
2026-05-10,Los Angeles,0.4322,4,41.7,True,5,6,0
2026-05-11,Los Angeles,0.6226,6,57.1,True,5,0,0
2026-05-12,Los Angeles,0.5851,4,44.1,True,5,1,0
2026-05-13,Los Angeles,0.435,3,33.2,True,5,2,0
2026-05-14,Los Angeles,0.5165,6,59.3,True,5,3,0
2026-05-15,Los Angeles,0.32,3,43.1,True,5,4,0
2026-05-16,Los Angeles,0.4108,7,61.0,True,5,5,0
2026-05-17,Los Angeles,0.4897,3,47.6,True,5,6,0
2026-05-18,Los Angeles,0.3997,4,39.6,True,5,0,0
2026-05-19,Los Angeles,0.4386,1,24.0,True,5,1,0
2026-05-20,Los Angeles,0.5158,6,56.1,True,5,2,0
2026-05-21,Los Angeles,0.419,4,50.0,True,5,3,0
2026-05-22,Los Angeles,0.3584,3,27.2,True,5,4,0
2026-05-23,Los Angeles,0.5442,6,53.6,True,5,5,0
2026-05-24,Los Angeles,0.675,6,60.6,True,5,6,0
2026-05-25,Los Angeles,0.3578,2,34.4,True,5,0,0
2026-05-26,Los Angeles,0.5976,6,69.0,True,5,1,0
2026-05-27,Los Angeles,0.3429,4,47.9,True,5,2,0
2026-05-28,Los Angeles,0.578,6,67.3,True,5,3,0
2026-05-29,Los Angeles,0.5347,4,47.8,True,5,4,0
2026-05-30,Los Angeles,0.4934,5,54.4,True,5,5,0
2026-05-31,Los Angeles,0.3454,4,44.9,True,5,6,0
2026-06-01,Los Angeles,0.6496,5,65.9,True,6,0,1
2026-06-02,Los Angeles,0.7976,9,84.0,True,6,1,1
2026-06-03,Los Angeles,0.6303,8,80.9,True,6,2,1
2026-06-04,Los Angeles,0.681,6,70.9,True,6,3,1
2026-06-05,Los Angeles,0.5582,6,53.1,True,6,4,1
2026-06-06,Los Angeles,0.7152,8,76.4,True,6,5,1
2026-06-07,Los Angeles,0.5243,6,54.6,True,6,6,1
2026-06-08,Los Angeles,0.6774,7,60.9,True,6,0,1
2026-06-09,Los Angeles,0.5401,5,40.7,True,6,1,1
2026-06-10,Los Angeles,0.663,5,67.4,True,6,2,1
2026-06-11,Los Angeles,0.6621,7,65.5,True,6,3,1
2026-06-12,Los Angeles,0.6561,3,43.8,True,6,4,1
2026-06-13,Los Angeles,0.5859,7,84.1,True,6,5,1
2026-06-14,Los Angeles,0.5619,4,51.0,True,6,6,1
2026-06-15,Los Angeles,0.6111,6,74.9,True,6,0,1
2026-06-16,Los Angeles,0.6889,5,63.6,True,6,1,1
2026-06-17,Los Angeles,0.715,5,60.3,True,6,2,1
2026-06-18,Los Angeles,0.4421,3,46.0,True,6,3,1
2026-06-19,Los Angeles,0.6078,3,47.0,True,6,4,1
2026-06-20,Los Angeles,0.653,4,52.9,True,6,5,1
2026-06-21,Los Angeles,0.7924,5,64.0,True,6,6,1
2026-06-22,Los Angeles,0.6789,7,82.1,True,6,0,1
2026-06-23,Los Angeles,0.5619,5,60.1,True,6,1,1
2026-06-24,Los Angeles,0.5901,5,56.8,True,6,2,1
2026-06-25,Los Angeles,0.5842,4,56.4,True,6,3,1
2026-06-26,Los Angeles,0.7141,5,52.9,True,6,4,1
2026-06-27,Los Angeles,0.6018,5,57.3,True,6,5,1
2026-06-28,Los Angeles,0.5126,5,47.0,True,6,6,1
2026-06-29,Los Angeles,0.5557,4,41.6,True,6,0,1
2026-06-30,Los Angeles,0.6873,8,74.7,True,6,1,1
2026-07-01,Los Angeles,0.8173,6,62.8,True,7,2,1
2026-07-02,Los Angeles,0.6724,8,74.6,True,7,3,1
2026-07-03,Los Angeles,0.6345,5,65.3,True,7,4,1
2026-07-04,Los Angeles,0.5037,6,69.6,True,7,5,1
2026-07-05,Los Angeles,0.3417,2,14.3,True,7,6,1
2026-07-06,Los Angeles,0.7019,7,75.1,True,7,0,1
2026-07-07,Los Angeles,0.6022,6,76.3,True,7,1,1
2026-07-08,Los Angeles,0.3984,7,63.7,True,7,2,1
2026-07-09,Los Angeles,0.6869,3,44.9,True,7,3,1
2026-07-10,Los Angeles,0.5596,5,52.1,True,7,4,1
2026-07-11,Los Angeles,0.644,5,58.8,True,7,5,1
2026-07-12,Los Angeles,0.6648,6,59.4,True,7,6,1
2026-07-13,Los Angeles,0.5145,3,38.3,True,7,0,1
2026-07-14,Los Angeles,0.6521,6,51.7,True,7,1,1
2026-07-15,Los Angeles,0.6864,6,77.8,True,7,2,1
2026-07-16,Los Angeles,0.8284,6,66.0,True,7,3,1
2026-07-17,Los Angeles,0.7156,7,69.4,True,7,4,1
2026-07-18,Los Angeles,0.5621,4,53.5,True,7,5,1
2026-07-19,Los Angeles,0.7424,7,70.5,True,7,6,1
2026-07-20,Los Angeles,0.7692,8,83.5,True,7,0,1
2026-07-21,Los Angeles,0.7059,5,55.4,True,7,1,1
2026-07-22,Los Angeles,0.6112,6,58.2,True,7,2,1
2026-07-23,Los Angeles,0.5666,5,52.5,True,7,3,1
2026-07-24,Los Angeles,0.5101,5,57.9,True,7,4,1
2026-07-25,Los Angeles,0.6286,4,54.4,True,7,5,1
2026-07-26,Los Angeles,0.8156,7,84.1,True,7,6,1
2026-07-27,Los Angeles,0.5084,6,74.9,True,7,0,1
2026-07-28,Los Angeles,0.5342,3,45.8,True,7,1,1
2026-07-29,Los Angeles,0.4908,4,45.3,True,7,2,1
2026-07-30,Los Angeles,0.6175,5,55.5,True,7,3,1
2026-07-31,Los Angeles,0.6512,8,75.2,True,7,4,1
2026-08-01,Los Angeles,0.6974,4,57.1,True,8,5,1
2026-08-02,Los Angeles,0.612,6,67.4,True,8,6,1
2026-08-03,Los Angeles,0.6126,6,57.1,True,8,0,1
2026-08-04,Los Angeles,0.486,5,60.6,True,8,1,1
2026-08-05,Los Angeles,0.6257,8,70.1,True,8,2,1
2026-08-06,Los Angeles,0.6246,5,65.6,True,8,3,1
2026-08-07,Los Angeles,0.815,8,71.2,True,8,4,1
2026-08-08,Los Angeles,0.5631,3,38.9,True,8,5,1
2026-08-09,Los Angeles,0.7681,7,61.8,True,8,6,1
2026-08-10,Los Angeles,0.417,5,44.9,True,8,0,1
2026-08-11,Los Angeles,0.5466,4,51.5,True,8,1,1
2026-08-12,Los Angeles,0.5614,4,46.6,True,8,2,1
2026-08-13,Los Angeles,0.7384,9,88.7,True,8,3,1
2026-08-14,Los Angeles,0.6369,5,68.4,True,8,4,1
2026-08-15,Los Angeles,0.7069,9,81.2,True,8,5,1
2026-08-16,Los Angeles,0.6948,8,73.2,True,8,6,1
2026-08-17,Los Angeles,0.6017,7,71.3,True,8,0,1
2026-08-18,Los Angeles,0.6851,6,66.2,True,8,1,1
2026-08-19,Los Angeles,0.5628,5,48.0,True,8,2,1
2026-08-20,Los Angeles,0.6239,6,73.3,True,8,3,1
2026-08-21,Los Angeles,0.6866,6,64.4,True,8,4,1
2026-08-22,Los Angeles,0.5972,5,65.3,True,8,5,1
2026-08-23,Los Angeles,0.6201,6,54.9,True,8,6,1
2026-08-24,Los Angeles,0.6321,7,67.7,True,8,0,1
2026-08-25,Los Angeles,0.5147,7,65.7,True,8,1,1
2026-08-26,Los Angeles,0.5618,5,60.7,True,8,2,1
2026-08-27,Los Angeles,0.4951,4,50.0,True,8,3,1
2026-08-28,Los Angeles,0.7205,8,88.9,True,8,4,1
2026-08-29,Los Angeles,0.5687,6,79.5,True,8,5,1
2026-08-30,Los Angeles,0.6146,7,66.6,True,8,6,1
2026-08-31,Los Angeles,0.5143,5,45.1,True,8,0,1
2026-09-01,Los Angeles,0.6794,6,63.4,True,9,1,1
2026-09-02,Los Angeles,0.6324,5,47.3,True,9,2,1
2026-09-03,Los Angeles,0.7285,7,72.2,True,9,3,1
2026-09-04,Los Angeles,0.5984,4,46.5,True,9,4,1
2026-09-05,Los Angeles,0.5342,8,72.8,True,9,5,1
2026-09-06,Los Angeles,0.6098,4,46.5,True,9,6,1
2026-09-07,Los Angeles,0.601,7,70.3,True,9,0,1
2026-09-08,Los Angeles,0.5441,5,67.4,True,9,1,1
2026-09-09,Los Angeles,0.7209,5,56.7,True,9,2,1
2026-09-10,Los Angeles,0.6037,6,52.2,True,9,3,1
2024-09-11,Rotterdam,0.8039,6,78.3,True,9,2,1
2024-09-12,Rotterdam,0.7371,9,81.9,True,9,3,1
2024-09-13,Rotterdam,0.7178,4,44.6,True,9,4,1
2024-09-14,Rotterdam,0.7454,8,75.9,True,9,5,1
2024-09-15,Rotterdam,0.6839,4,57.8,True,9,6,1
2024-09-16,Rotterdam,0.6766,8,93.5,True,9,0,1
2024-09-17,Rotterdam,0.7745,7,89.6,True,9,1,1
2024-09-18,Rotterdam,0.6966,4,53.9,True,9,2,1
2024-09-19,Rotterdam,0.6339,9,83.8,True,9,3,1
2024-09-20,Rotterdam,0.7342,5,58.1,True,9,4,1
2024-09-21,Rotterdam,0.5655,4,53.6,True,9,5,1
2024-09-22,Rotterdam,0.7344,5,68.0,True,9,6,1
2024-09-23,Rotterdam,0.59,7,60.2,True,9,0,1
2024-09-24,Rotterdam,0.71,8,86.9,True,9,1,1
2024-09-25,Rotterdam,0.6619,6,60.1,True,9,2,1
2024-09-26,Rotterdam,0.6691,4,43.3,True,9,3,1
2024-09-27,Rotterdam,0.6889,8,70.9,True,9,4,1
2024-09-28,Rotterdam,0.7895,5,61.0,True,9,5,1
2024-09-29,Rotterdam,0.712,6,65.7,True,9,6,1
2024-09-30,Rotterdam,0.6444,3,49.0,True,9,0,1
2024-10-01,Rotterdam,0.5492,6,50.8,True,10,1,0
2024-10-02,Rotterdam,0.3954,4,38.2,True,10,2,0
2024-10-03,Rotterdam,0.1599,1,19.9,True,10,3,0
2024-10-04,Rotterdam,0.5785,5,68.5,True,10,4,0
2024-10-05,Rotterdam,0.5694,5,54.7,True,10,5,0
2024-10-06,Rotterdam,0.4221,3,49.6,True,10,6,0
2024-10-07,Rotterdam,0.514,6,50.1,True,10,0,0
2024-10-08,Rotterdam,0.5825,7,73.4,True,10,1,0
2024-10-09,Rotterdam,0.6468,4,59.5,True,10,2,0
2024-10-10,Rotterdam,0.6629,6,77.2,True,10,3,0
2024-10-11,Rotterdam,0.6343,6,56.3,True,10,4,0
2024-10-12,Rotterdam,0.4355,3,47.1,True,10,5,0
2024-10-13,Rotterdam,0.4681,5,63.2,True,10,6,0
2024-10-14,Rotterdam,0.5468,3,34.2,True,10,0,0
2024-10-15,Rotterdam,0.4561,2,35.3,True,10,1,0
2024-10-16,Rotterdam,0.6622,4,55.3,True,10,2,0
2024-10-17,Rotterdam,0.4323,4,53.7,True,10,3,0
2024-10-18,Rotterdam,0.7443,6,70.5,True,10,4,0
2024-10-19,Rotterdam,0.6372,5,70.0,True,10,5,0
2024-10-20,Rotterdam,0.6951,7,80.7,True,10,6,0
2024-10-21,Rotterdam,0.4129,3,43.2,True,10,0,0
2024-10-22,Rotterdam,0.2966,0,0.9,True,10,1,0
2024-10-23,Rotterdam,0.5512,5,50.5,True,10,2,0
2024-10-24,Rotterdam,0.5309,3,45.4,True,10,3,0
2024-10-25,Rotterdam,0.7519,9,88.0,True,10,4,0
2024-10-26,Rotterdam,0.5618,4,41.4,True,10,5,0
2024-10-27,Rotterdam,0.6056,6,50.3,True,10,6,0
2024-10-28,Rotterdam,0.5031,5,47.0,True,10,0,0
2024-10-29,Rotterdam,0.5537,6,64.3,True,10,1,0
2024-10-30,Rotterdam,0.5491,6,65.4,True,10,2,0
2024-10-31,Rotterdam,0.7058,7,74.3,True,10,3,0
2024-11-01,Rotterdam,0.5733,6,72.1,True,11,4,0
2024-11-02,Rotterdam,0.4959,4,53.5,True,11,5,0
2024-11-03,Rotterdam,0.6229,7,66.9,True,11,6,0
2024-11-04,Rotterdam,0.4937,5,61.0,True,11,0,0
2024-11-05,Rotterdam,0.5347,4,54.9,True,11,1,0
2024-11-06,Rotterdam,0.5991,5,64.9,True,11,2,0
2024-11-07,Rotterdam,0.6296,4,52.3,True,11,3,0
2024-11-08,Rotterdam,0.5487,5,63.4,True,11,4,0
2024-11-09,Rotterdam,0.7791,8,86.6,True,11,5,0
2024-11-10,Rotterdam,0.4654,5,49.1,True,11,6,0
2024-11-11,Rotterdam,0.7065,6,53.3,True,11,0,0
2024-11-12,Rotterdam,0.512,4,51.5,True,11,1,0
2024-11-13,Rotterdam,0.4939,3,49.8,True,11,2,0
2024-11-14,Rotterdam,0.6199,5,58.1,True,11,3,0
2024-11-15,Rotterdam,0.5996,8,86.5,True,11,4,0
2024-11-16,Rotterdam,0.5717,7,78.7,True,11,5,0
2024-11-17,Rotterdam,0.5518,7,67.0,True,11,6,0
2024-11-18,Rotterdam,0.6004,5,42.5,True,11,0,0
2024-11-19,Rotterdam,0.5096,5,54.7,True,11,1,0
2024-11-20,Rotterdam,0.6132,6,58.4,True,11,2,0
2024-11-21,Rotterdam,0.6869,5,68.9,True,11,3,0
2024-11-22,Rotterdam,0.5143,4,44.9,True,11,4,0
2024-11-23,Rotterdam,0.492,6,54.8,True,11,5,0
2024-11-24,Rotterdam,0.4619,8,71.4,True,11,6,0
2024-11-25,Rotterdam,0.438,3,38.5,True,11,0,0
2024-11-26,Rotterdam,0.5523,4,46.4,True,11,1,0
2024-11-27,Rotterdam,0.6771,6,67.9,True,11,2,0
2024-11-28,Rotterdam,0.3633,5,47.8,True,11,3,0
2024-11-29,Rotterdam,0.5429,4,35.5,True,11,4,0
2024-11-30,Rotterdam,0.4323,5,61.1,True,11,5,0
2024-12-01,Rotterdam,0.6154,8,88.4,True,12,6,0
2024-12-02,Rotterdam,0.6107,6,64.1,True,12,0,0
2024-12-03,Rotterdam,0.7222,6,79.7,True,12,1,0
2024-12-04,Rotterdam,0.4484,4,36.8,True,12,2,0
2024-12-05,Rotterdam,0.3621,0,16.8,True,12,3,0
2024-12-06,Rotterdam,0.5454,5,55.8,True,12,4,0
2024-12-07,Rotterdam,0.568,4,41.6,True,12,5,0
2024-12-08,Rotterdam,0.4883,4,38.9,True,12,6,0
2024-12-09,Rotterdam,0.5322,3,45.1,True,12,0,0
2024-12-10,Rotterdam,0.5654,5,47.5,True,12,1,0
2024-12-11,Rotterdam,0.5126,3,39.2,True,12,2,0
2024-12-12,Rotterdam,0.6093,3,46.9,True,12,3,0
2024-12-13,Rotterdam,0.5585,6,52.8,True,12,4,0
2024-12-14,Rotterdam,0.5493,4,59.8,True,12,5,0
2024-12-15,Rotterdam,0.6896,8,88.3,True,12,6,0
2024-12-16,Rotterdam,0.5173,3,39.5,True,12,0,0
2024-12-17,Rotterdam,0.5416,3,47.1,True,12,1,0
2024-12-18,Rotterdam,0.433,3,48.4,True,12,2,0
2024-12-19,Rotterdam,0.5849,6,67.3,True,12,3,0
2024-12-20,Rotterdam,0.5307,6,51.6,True,12,4,0
2024-12-21,Rotterdam,0.5577,4,57.4,True,12,5,0
2024-12-22,Rotterdam,0.5434,3,47.5,True,12,6,0
2024-12-23,Rotterdam,0.4391,4,30.9,True,12,0,0
2024-12-24,Rotterdam,0.677,6,57.6,True,12,1,0
2024-12-25,Rotterdam,0.6063,5,66.9,True,12,2,0
2024-12-26,Rotterdam,0.5479,5,57.1,True,12,3,0
2024-12-27,Rotterdam,0.5959,4,60.0,True,12,4,0
2024-12-28,Rotterdam,0.6529,7,78.5,True,12,5,0
2024-12-29,Rotterdam,0.5606,7,60.3,True,12,6,0
2024-12-30,Rotterdam,0.5695,6,72.6,True,12,0,0
2024-12-31,Rotterdam,0.6117,6,55.5,True,12,1,0
2025-01-01,Rotterdam,0.3901,3,38.1,True,1,2,0
2025-01-02,Rotterdam,0.457,3,37.3,True,1,3,0
2025-01-03,Rotterdam,0.5203,5,52.5,True,1,4,0
2025-01-04,Rotterdam,0.6371,8,74.4,True,1,5,0
