date,port,congestion_score,avg_queue_length_vessels,avg_wait_hours,is_synthetic,proxy_source
2025-03-25,Shanghai,0.6484,5,64.2,True,Weather-Correlated Engine
2025-03-25,Singapore,0.6136,5,60.7,True,Weather-Correlated Engine
2025-03-25,Rotterdam,0.5651,5,55.9,True,Weather-Correlated Engine
2025-03-25,Los Angeles,0.4885,3,48.4,True,Weather-Correlated Engine
2025-03-26,Shanghai,0.6311,6,62.5,True,Weather-Correlated Engine
2025-03-26,Singapore,0.588,5,58.2,True,Weather-Correlated Engine
2025-03-26,Rotterdam,0.5786,4,57.3,True,Weather-Correlated Engine
2025-03-26,Los Angeles,0.5152,5,51.0,True,Weather-Correlated Engine
2025-03-27,Shanghai,0.6181,7,61.2,True,Weather-Correlated Engine
2025-03-27,Singapore,0.6116,6,60.5,True,Weather-Correlated Engine
2025-03-27,Rotterdam,0.5446,6,53.9,True,Weather-Correlated Engine
2025-03-27,Los Angeles,0.5139,4,50.9,True,Weather-Correlated Engine
2025-03-28,Shanghai,0.6108,6,60.5,True,Weather-Correlated Engine
2025-03-28,Singapore,0.604,4,59.8,True,Weather-Correlated Engine
2025-03-28,Rotterdam,0.5876,5,58.2,True,Weather-Correlated Engine
2025-03-28,Los Angeles,0.484,3,47.9,True,Weather-Correlated Engine
2025-03-29,Shanghai,0.619,5,61.3,True,Weather-Correlated Engine
2025-03-29,Singapore,0.6083,7,60.2,True,Weather-Correlated Engine
2025-03-29,Rotterdam,0.5825,4,57.7,True,Weather-Correlated Engine
2025-03-29,Los Angeles,0.512,6,50.7,True,Weather-Correlated Engine
2025-03-30,Shanghai,0.6466,6,64.0,True,Weather-Correlated Engine
2025-03-30,Singapore,0.6001,6,59.4,True,Weather-Correlated Engine
2025-03-30,Rotterdam,0.578,5,57.2,True,Weather-Correlated Engine
2025-03-30,Los Angeles,0.4903,4,48.5,True,Weather-Correlated Engine
2025-03-31,Shanghai,0.6089,6,60.3,True,Weather-Correlated Engine
2025-03-31,Singapore,0.6061,5,60.0,True,Weather-Correlated Engine
2025-03-31,Rotterdam,0.555,6,54.9,True,Weather-Correlated Engine
2025-03-31,Los Angeles,0.513,5,50.8,True,Weather-Correlated Engine
2025-04-01,Shanghai,0.601,4,59.5,True,Weather-Correlated Engine
2025-04-01,Singapore,0.58,4,57.4,True,Weather-Correlated Engine
2025-04-01,Rotterdam,0.5663,4,56.1,True,Weather-Correlated Engine
2025-04-01,Los Angeles,0.5046,3,50.0,True,Weather-Correlated Engine
2025-04-02,Shanghai,0.6026,4,59.7,True,Weather-Correlated Engine
2025-04-02,Singapore,0.5991,6,59.3,True,Weather-Correlated Engine
2025-04-02,Rotterdam,0.5691,4,56.3,True,Weather-Correlated Engine
2025-04-02,Los Angeles,0.4849,4,48.0,True,Weather-Correlated Engine
2025-04-03,Shanghai,0.6064,5,60.0,True,Weather-Correlated Engine
2025-04-03,Singapore,0.6041,6,59.8,True,Weather-Correlated Engine
2025-04-03,Rotterdam,0.5629,4,55.7,True,Weather-Correlated Engine
2025-04-03,Los Angeles,0.4983,3,49.3,True,Weather-Correlated Engine
2025-04-04,Shanghai,0.607,5,60.1,True,Weather-Correlated Engine
2025-04-04,Singapore,0.6039,4,59.8,True,Weather-Correlated Engine
2025-04-04,Rotterdam,0.5817,5,57.6,True,Weather-Correlated Engine
2025-04-04,Los Angeles,0.526,5,52.1,True,Weather-Correlated Engine
2025-04-05,Shanghai,0.6287,7,62.2,True,Weather-Correlated Engine
2025-04-05,Singapore,0.6081,6,60.2,True,Weather-Correlated Engine
2025-04-05,Rotterdam,0.589,5,58.3,True,Weather-Correlated Engine
2025-04-05,Los Angeles,0.5112,4,50.6,True,Weather-Correlated Engine
2025-04-06,Shanghai,0.6335,7,62.7,True,Weather-Correlated Engine
2025-04-06,Singapore,0.6104,7,60.4,True,Weather-Correlated Engine
2025-04-06,Rotterdam,0.5814,5,57.6,True,Weather-Correlated Engine
2025-04-06,Los Angeles,0.5032,5,49.8,True,Weather-Correlated Engine
2025-04-07,Shanghai,0.6346,6,62.8,True,Weather-Correlated Engine
2025-04-07,Singapore,0.5809,5,57.5,True,Weather-Correlated Engine
2025-04-07,Rotterdam,0.5885,4,58.3,True,Weather-Correlated Engine
2025-04-07,Los Angeles,0.5116,5,50.7,True,Weather-Correlated Engine
2025-04-08,Shanghai,0.6427,6,63.6,True,Weather-Correlated Engine
2025-04-08,Singapore,0.5908,5,58.5,True,Weather-Correlated Engine
2025-04-08,Rotterdam,0.5811,5,57.5,True,Weather-Correlated Engine
2025-04-08,Los Angeles,0.5254,4,52.0,True,Weather-Correlated Engine
2025-04-09,Shanghai,0.6477,7,64.1,True,Weather-Correlated Engine
2025-04-09,Singapore,0.5916,5,58.6,True,Weather-Correlated Engine
2025-04-09,Rotterdam,0.5681,4,56.2,True,Weather-Correlated Engine
2025-04-09,Los Angeles,0.5045,5,49.9,True,Weather-Correlated Engine
2025-04-10,Shanghai,0.6265,5,62.0,True,Weather-Correlated Engine
2025-04-10,Singapore,0.5846,4,57.9,True,Weather-Correlated Engine
2025-04-10,Rotterdam,0.5893,5,58.3,True,Weather-Correlated Engine
2025-04-10,Los Angeles,0.487,4,48.2,True,Weather-Correlated Engine
2025-04-11,Shanghai,0.6258,7,62.0,True,Weather-Correlated Engine
2025-04-11,Singapore,0.6178,7,61.2,True,Weather-Correlated Engine
2025-04-11,Rotterdam,0.5829,6,57.7,True,Weather-Correlated Engine
2025-04-11,Los Angeles,0.5067,4,50.2,True,Weather-Correlated Engine
2025-04-12,Shanghai,0.6274,5,62.1,True,Weather-Correlated Engine
2025-04-12,Singapore,0.5742,5,56.8,True,Weather-Correlated Engine
2025-04-12,Rotterdam,0.5736,6,56.8,True,Weather-Correlated Engine
2025-04-12,Los Angeles,0.5124,5,50.7,True,Weather-Correlated Engine
2025-04-13,Shanghai,0.6429,6,63.6,True,Weather-Correlated Engine
2025-04-13,Singapore,0.6171,7,61.1,True,Weather-Correlated Engine
2025-04-13,Rotterdam,0.5803,4,57.5,True,Weather-Correlated Engine
2025-04-13,Los Angeles,0.4804,3,47.6,True,Weather-Correlated Engine
2025-04-14,Shanghai,0.6122,7,60.6,True,Weather-Correlated Engine
2025-04-14,Singapore,0.6025,5,59.6,True,Weather-Correlated Engine
2025-04-14,Rotterdam,0.5672,4,56.2,True,Weather-Correlated Engine
2025-04-14,Los Angeles,0.4941,4,48.9,True,Weather-Correlated Engine
2025-04-15,Shanghai,0.628,5,62.2,True,Weather-Correlated Engine
2025-04-15,Singapore,0.574,6,56.8,True,Weather-Correlated Engine
2025-04-15,Rotterdam,0.5481,5,54.3,True,Weather-Correlated Engine
2025-04-15,Los Angeles,0.5204,4,51.5,True,Weather-Correlated Engine
2025-04-16,Shanghai,0.6319,7,62.6,True,Weather-Correlated Engine
2025-04-16,Singapore,0.5916,4,58.6,True,Weather-Correlated Engine
2025-04-16,Rotterdam,0.5632,6,55.8,True,Weather-Correlated Engine
2025-04-16,Los Angeles,0.5277,6,52.2,True,Weather-Correlated Engine
2025-04-17,Shanghai,0.6348,6,62.8,True,Weather-Correlated Engine
2025-04-17,Singapore,0.5827,5,57.7,True,Weather-Correlated Engine
2025-04-17,Rotterdam,0.5781,4,57.2,True,Weather-Correlated Engine
2025-04-17,Los Angeles,0.508,5,50.3,True,Weather-Correlated Engine
2025-04-18,Shanghai,0.6414,5,63.5,True,Weather-Correlated Engine
2025-04-18,Singapore,0.5816,5,57.6,True,Weather-Correlated Engine
2025-04-18,Rotterdam,0.55,6,54.5,True,Weather-Correlated Engine
2025-04-18,Los Angeles,0.5175,6,51.2,True,Weather-Correlated Engine
2025-04-19,Shanghai,0.6304,5,62.4,True,Weather-Correlated Engine
2025-04-19,Singapore,0.6018,6,59.6,True,Weather-Correlated Engine
2025-04-19,Rotterdam,0.5666,4,56.1,True,Weather-Correlated Engine
2025-04-19,Los Angeles,0.4972,4,49.2,True,Weather-Correlated Engine
2025-04-20,Shanghai,0.6102,5,60.4,True,Weather-Correlated Engine
2025-04-20,Singapore,0.6034,5,59.7,True,Weather-Correlated Engine
2025-04-20,Rotterdam,0.5447,4,53.9,True,Weather-Correlated Engine
2025-04-20,Los Angeles,0.522,6,51.7,True,Weather-Correlated Engine
2025-04-21,Shanghai,0.6438,5,63.7,True,Weather-Correlated Engine
2025-04-21,Singapore,0.6196,5,61.3,True,Weather-Correlated Engine
2025-04-21,Rotterdam,0.586,4,58.0,True,Weather-Correlated Engine
2025-04-21,Los Angeles,0.5082,4,50.3,True,Weather-Correlated Engine
2025-04-22,Shanghai,0.6356,7,62.9,True,Weather-Correlated Engine
2025-04-22,Singapore,0.6045,4,59.8,True,Weather-Correlated Engine
2025-04-22,Rotterdam,0.5728,5,56.7,True,Weather-Correlated Engine
2025-04-22,Los Angeles,0.4923,3,48.7,True,Weather-Correlated Engine
2025-04-23,Shanghai,0.6398,6,63.3,True,Weather-Correlated Engine
2025-04-23,Singapore,0.618,6,61.2,True,Weather-Correlated Engine
2025-04-23,Rotterdam,0.5475,4,54.2,True,Weather-Correlated Engine
2025-04-23,Los Angeles,0.49,3,48.5,True,Weather-Correlated Engine
2025-04-24,Shanghai,0.6242,7,61.8,True,Weather-Correlated Engine
2025-04-24,Singapore,0.5948,4,58.9,True,Weather-Correlated Engine
2025-04-24,Rotterdam,0.5532,5,54.8,True,Weather-Correlated Engine
2025-04-24,Los Angeles,0.4876,4,48.3,True,Weather-Correlated Engine
2025-04-25,Shanghai,0.6128,6,60.7,True,Weather-Correlated Engine
2025-04-25,Singapore,0.5754,5,57.0,True,Weather-Correlated Engine
2025-04-25,Rotterdam,0.5795,6,57.4,True,Weather-Correlated Engine
2025-04-25,Los Angeles,0.5128,5,50.8,True,Weather-Correlated Engine
2025-04-26,Shanghai,0.6219,7,61.6,True,Weather-Correlated Engine
2025-04-26,Singapore,0.6007,5,59.5,True,Weather-Correlated Engine
2025-04-26,Rotterdam,0.5557,6,55.0,True,Weather-Correlated Engine
2025-04-26,Los Angeles,0.5005,5,49.5,True,Weather-Correlated Engine
2025-04-27,Shanghai,0.6475,6,64.1,True,Weather-Correlated Engine
2025-04-27,Singapore,0.5849,6,57.9,True,Weather-Correlated Engine
2025-04-27,Rotterdam,0.5499,6,54.4,True,Weather-Correlated Engine
2025-04-27,Los Angeles,0.5265,4,52.1,True,Weather-Correlated Engine
2025-04-28,Shanghai,0.6393,7,63.3,True,Weather-Correlated Engine
2025-04-28,Singapore,0.6181,5,61.2,True,Weather-Correlated Engine
2025-04-28,Rotterdam,0.578,4,57.2,True,Weather-Correlated Engine
2025-04-28,Los Angeles,0.4883,5,48.3,True,Weather-Correlated Engine
2025-04-29,Shanghai,0.6067,5,60.1,True,Weather-Correlated Engine
2025-04-29,Singapore,0.5883,5,58.2,True,Weather-Correlated Engine
2025-04-29,Rotterdam,0.5547,4,54.9,True,Weather-Correlated Engine
2025-04-29,Los Angeles,0.5273,4,52.2,True,Weather-Correlated Engine
2025-04-30,Shanghai,0.6344,5,62.8,True,Weather-Correlated Engine
2025-04-30,Singapore,0.6023,5,59.6,True,Weather-Correlated Engine
2025-04-30,Rotterdam,0.5622,6,55.7,True,Weather-Correlated Engine
2025-04-30,Los Angeles,0.4858,5,48.1,True,Weather-Correlated Engine
2025-05-01,Shanghai,0.6057,5,60.0,True,Weather-Correlated Engine
2025-05-01,Singapore,0.6038,4,59.8,True,Weather-Correlated Engine
2025-05-01,Rotterdam,0.5505,6,54.5,True,Weather-Correlated Engine
2025-05-01,Los Angeles,0.5045,4,49.9,True,Weather-Correlated Engine
2025-05-02,Shanghai,0.6051,5,59.9,True,Weather-Correlated Engine
2025-05-02,Singapore,0.606,4,60.0,True,Weather-Correlated Engine
2025-05-02,Rotterdam,0.5496,5,54.4,True,Weather-Correlated Engine
2025-05-02,Los Angeles,0.521,6,51.6,True,Weather-Correlated Engine
2025-05-03,Shanghai,0.604,4,59.8,True,Weather-Correlated Engine
2025-05-03,Singapore,0.6009,4,59.5,True,Weather-Correlated Engine
2025-05-03,Rotterdam,0.5651,5,55.9,True,Weather-Correlated Engine
2025-05-03,Los Angeles,0.4893,4,48.4,True,Weather-Correlated Engine
2025-05-04,Shanghai,0.6498,7,64.3,True,Weather-Correlated Engine
2025-05-04,Singapore,0.614,7,60.8,True,Weather-Correlated Engine
2025-05-04,Rotterdam,0.5459,4,54.0,True,Weather-Correlated Engine
2025-05-04,Los Angeles,0.4959,5,49.1,True,Weather-Correlated Engine
2025-05-05,Shanghai,0.6417,5,63.5,True,Weather-Correlated Engine
2025-05-05,Singapore,0.5857,4,58.0,True,Weather-Correlated Engine
2025-05-05,Rotterdam,0.555,6,54.9,True,Weather-Correlated Engine
2025-05-05,Los Angeles,0.482,5,47.7,True,Weather-Correlated Engine
2025-05-06,Shanghai,0.6142,6,60.8,True,Weather-Correlated Engine
2025-05-06,Singapore,0.5758,4,57.0,True,Weather-Correlated Engine
2025-05-06,Rotterdam,0.5487,4,54.3,True,Weather-Correlated Engine
2025-05-06,Los Angeles,0.491,4,48.6,True,Weather-Correlated Engine
2025-05-07,Shanghai,0.6104,5,60.4,True,Weather-Correlated Engine
2025-05-07,Singapore,0.5897,5,58.4,True,Weather-Correlated Engine
2025-05-07,Rotterdam,0.5433,6,53.8,True,Weather-Correlated Engine
2025-05-07,Los Angeles,0.488,5,48.3,True,Weather-Correlated Engine
2025-05-08,Shanghai,0.6269,5,62.1,True,Weather-Correlated Engine
2025-05-08,Singapore,0.6111,6,60.5,True,Weather-Correlated Engine
2025-05-08,Rotterdam,0.5442,6,53.9,True,Weather-Correlated Engine
2025-05-08,Los Angeles,0.5027,3,49.8,True,Weather-Correlated Engine
2025-05-09,Shanghai,0.645,7,63.9,True,Weather-Correlated Engine
2025-05-09,Singapore,0.5915,4,58.6,True,Weather-Correlated Engine
2025-05-09,Rotterdam,0.5408,4,53.5,True,Weather-Correlated Engine
2025-05-09,Los Angeles,0.5076,5,50.3,True,Weather-Correlated Engine
2025-05-10,Shanghai,0.6436,6,63.7,True,Weather-Correlated Engine
2025-05-10,Singapore,0.5873,6,58.1,True,Weather-Correlated Engine
2025-05-10,Rotterdam,0.5462,4,54.1,True,Weather-Correlated Engine
2025-05-10,Los Angeles,0.4964,4,49.1,True,Weather-Correlated Engine
2025-05-11,Shanghai,0.6291,6,62.3,True,Weather-Correlated Engine
2025-05-11,Singapore,0.5804,6,57.5,True,Weather-Correlated Engine
2025-05-11,Rotterdam,0.572,6,56.6,True,Weather-Correlated Engine
2025-05-11,Los Angeles,0.5134,6,50.8,True,Weather-Correlated Engine
2025-05-12,Shanghai,0.6383,5,63.2,True,Weather-Correlated Engine
2025-05-12,Singapore,0.5955,4,59.0,True,Weather-Correlated Engine
2025-05-12,Rotterdam,0.5703,4,56.5,True,Weather-Correlated Engine
2025-05-12,Los Angeles,0.5253,6,52.0,True,Weather-Correlated Engine
2025-05-13,Shanghai,0.6209,6,61.5,True,Weather-Correlated Engine
2025-05-13,Singapore,0.6038,4,59.8,True,Weather-Correlated Engine
2025-05-13,Rotterdam,0.5739,4,56.8,True,Weather-Correlated Engine
2025-05-13,Los Angeles,0.5046,4,50.0,True,Weather-Correlated Engine
2025-05-14,Shanghai,0.6259,7,62.0,True,Weather-Correlated Engine
2025-05-14,Singapore,0.5976,4,59.2,True,Weather-Correlated Engine
2025-05-14,Rotterdam,0.5538,5,54.8,True,Weather-Correlated Engine
2025-05-14,Los Angeles,0.4998,3,49.5,True,Weather-Correlated Engine
2025-05-15,Shanghai,0.6457,7,63.9,True,Weather-Correlated Engine
2025-05-15,Singapore,0.5739,4,56.8,True,Weather-Correlated Engine
2025-05-15,Rotterdam,0.5652,4,56.0,True,Weather-Correlated Engine
2025-05-15,Los Angeles,0.5076,4,50.2,True,Weather-Correlated Engine
2025-05-16,Shanghai,0.6089,7,60.3,True,Weather-Correlated Engine
2025-05-16,Singapore,0.6166,7,61.0,True,Weather-Correlated Engine
2025-05-16,Rotterdam,0.541,6,53.6,True,Weather-Correlated Engine
2025-05-16,Los Angeles,0.5015,5,49.6,True,Weather-Correlated Engine
2025-05-17,Shanghai,0.6441,7,63.8,True,Weather-Correlated Engine
2025-05-17,Singapore,0.5768,6,57.1,True,Weather-Correlated Engine
2025-05-17,Rotterdam,0.5633,4,55.8,True,Weather-Correlated Engine
2025-05-17,Los Angeles,0.489,5,48.4,True,Weather-Correlated Engine
2025-05-18,Shanghai,0.6243,7,61.8,True,Weather-Correlated Engine
2025-05-18,Singapore,0.5782,6,57.2,True,Weather-Correlated Engine
2025-05-18,Rotterdam,0.5504,4,54.5,True,Weather-Correlated Engine
2025-05-18,Los Angeles,0.5206,4,51.5,True,Weather-Correlated Engine
2025-05-19,Shanghai,0.6272,6,62.1,True,Weather-Correlated Engine
2025-05-19,Singapore,0.6121,5,60.6,True,Weather-Correlated Engine
2025-05-19,Rotterdam,0.5513,4,54.6,True,Weather-Correlated Engine
2025-05-19,Los Angeles,0.5271,6,52.2,True,Weather-Correlated Engine
2025-05-20,Shanghai,0.6101,5,60.4,True,Weather-Correlated Engine
2025-05-20,Singapore,0.5976,4,59.2,True,Weather-Correlated Engine
2025-05-20,Rotterdam,0.5576,4,55.2,True,Weather-Correlated Engine
2025-05-20,Los Angeles,0.5028,4,49.8,True,Weather-Correlated Engine
2025-05-21,Shanghai,0.6022,6,59.6,True,Weather-Correlated Engine
2025-05-21,Singapore,0.6025,5,59.6,True,Weather-Correlated Engine
2025-05-21,Rotterdam,0.548,4,54.3,True,Weather-Correlated Engine
2025-05-21,Los Angeles,0.5002,5,49.5,True,Weather-Correlated Engine
2025-05-22,Shanghai,0.6233,5,61.7,True,Weather-Correlated Engine
2025-05-22,Singapore,0.5914,6,58.5,True,Weather-Correlated Engine
2025-05-22,Rotterdam,0.5876,6,58.2,True,Weather-Correlated Engine
2025-05-22,Los Angeles,0.4832,3,47.8,True,Weather-Correlated Engine
2025-05-23,Shanghai,0.6265,6,62.0,True,Weather-Correlated Engine
2025-05-23,Singapore,0.5945,5,58.9,True,Weather-Correlated Engine
2025-05-23,Rotterdam,0.5569,6,55.1,True,Weather-Correlated Engine
2025-05-23,Los Angeles,0.5132,5,50.8,True,Weather-Correlated Engine
2025-05-24,Shanghai,0.6315,6,62.5,True,Weather-Correlated Engine
2025-05-24,Singapore,0.5941,6,58.8,True,Weather-Correlated Engine
2025-05-24,Rotterdam,0.582,6,57.6,True,Weather-Correlated Engine
2025-05-24,Los Angeles,0.5127,6,50.8,True,Weather-Correlated Engine
2025-05-25,Shanghai,0.6152,5,60.9,True,Weather-Correlated Engine
2025-05-25,Singapore,0.5942,4,58.8,True,Weather-Correlated Engine
2025-05-25,Rotterdam,0.564,6,55.8,True,Weather-Correlated Engine
2025-05-25,Los Angeles,0.5287,4,52.3,True,Weather-Correlated Engine
2025-05-26,Shanghai,0.6044,5,59.8,True,Weather-Correlated Engine
2025-05-26,Singapore,0.5852,4,57.9,True,Weather-Correlated Engine
2025-05-26,Rotterdam,0.5751,6,56.9,True,Weather-Correlated Engine
2025-05-26,Los Angeles,0.5153,6,51.0,True,Weather-Correlated Engine
2025-05-27,Shanghai,0.6042,4,59.8,True,Weather-Correlated Engine
2025-05-27,Singapore,0.5801,5,57.4,True,Weather-Correlated Engine
2025-05-27,Rotterdam,0.5853,4,57.9,True,Weather-Correlated Engine
2025-05-27,Los Angeles,0.486,3,48.1,True,Weather-Correlated Engine
2025-05-28,Shanghai,0.6352,5,62.9,True,Weather-Correlated Engine
2025-05-28,Singapore,0.593,5,58.7,True,Weather-Correlated Engine
2025-05-28,Rotterdam,0.5689,5,56.3,True,Weather-Correlated Engine
2025-05-28,Los Angeles,0.4939,3,48.9,True,Weather-Correlated Engine
2025-05-29,Shanghai,0.6025,4,59.7,True,Weather-Correlated Engine
2025-05-29,Singapore,0.5898,4,58.4,True,Weather-Correlated Engine
2025-05-29,Rotterdam,0.5808,6,57.5,True,Weather-Correlated Engine
2025-05-29,Los Angeles,0.5061,5,50.1,True,Weather-Correlated Engine
2025-05-30,Shanghai,0.6454,5,63.9,True,Weather-Correlated Engine
2025-05-30,Singapore,0.6166,7,61.0,True,Weather-Correlated Engine
2025-05-30,Rotterdam,0.5762,6,57.0,True,Weather-Correlated Engine
2025-05-30,Los Angeles,0.5143,5,50.9,True,Weather-Correlated Engine
2025-05-31,Shanghai,0.6407,7,63.4,True,Weather-Correlated Engine
2025-05-31,Singapore,0.6089,5,60.3,True,Weather-Correlated Engine
2025-05-31,Rotterdam,0.5735,4,56.8,True,Weather-Correlated Engine
2025-05-31,Los Angeles,0.4812,5,47.6,True,Weather-Correlated Engine
2025-06-01,Shanghai,0.7196,8,71.2,True,Weather-Correlated Engine
2025-06-01,Singapore,0.7129,6,70.6,True,Weather-Correlated Engine
2025-06-01,Rotterdam,0.6629,7,65.6,True,Weather-Correlated Engine
2025-06-01,Los Angeles,0.6101,5,60.4,True,Weather-Correlated Engine
2025-06-02,Shanghai,0.7085,7,70.1,True,Weather-Correlated Engine
2025-06-02,Singapore,0.6859,6,67.9,True,Weather-Correlated Engine
2025-06-02,Rotterdam,0.6618,5,65.5,True,Weather-Correlated Engine
2025-06-02,Los Angeles,0.628,7,62.2,True,Weather-Correlated Engine
2025-06-03,Shanghai,0.7261,6,71.9,True,Weather-Correlated Engine
2025-06-03,Singapore,0.7094,7,70.2,True,Weather-Correlated Engine
2025-06-03,Rotterdam,0.6853,7,67.8,True,Weather-Correlated Engine
2025-06-03,Los Angeles,0.6034,4,59.7,True,Weather-Correlated Engine
2025-06-04,Shanghai,0.7002,5,69.3,True,Weather-Correlated Engine
2025-06-04,Singapore,0.7067,6,70.0,True,Weather-Correlated Engine
2025-06-04,Rotterdam,0.6453,5,63.9,True,Weather-Correlated Engine
2025-06-04,Los Angeles,0.59,6,58.4,True,Weather-Correlated Engine
2025-06-05,Shanghai,0.7109,8,70.4,True,Weather-Correlated Engine
2025-06-05,Singapore,0.6902,7,68.3,True,Weather-Correlated Engine
2025-06-05,Rotterdam,0.6784,5,67.2,True,Weather-Correlated Engine
2025-06-05,Los Angeles,0.6041,5,59.8,True,Weather-Correlated Engine
2025-06-06,Shanghai,0.745,7,73.8,True,Weather-Correlated Engine
2025-06-06,Singapore,0.67,6,66.3,True,Weather-Correlated Engine
2025-06-06,Rotterdam,0.6496,5,64.3,True,Weather-Correlated Engine
2025-06-06,Los Angeles,0.6103,6,60.4,True,Weather-Correlated Engine
2025-06-07,Shanghai,0.746,7,73.9,True,Weather-Correlated Engine
2025-06-07,Singapore,0.6766,5,67.0,True,Weather-Correlated Engine
2025-06-07,Rotterdam,0.6748,6,66.8,True,Weather-Correlated Engine
2025-06-07,Los Angeles,0.5948,5,58.9,True,Weather-Correlated Engine
2025-06-08,Shanghai,0.7216,8,71.4,True,Weather-Correlated Engine
2025-06-08,Singapore,0.7106,7,70.4,True,Weather-Correlated Engine
2025-06-08,Rotterdam,0.6401,5,63.4,True,Weather-Correlated Engine
2025-06-08,Los Angeles,0.6157,7,60.9,True,Weather-Correlated Engine
2025-06-09,Shanghai,0.7043,6,69.7,True,Weather-Correlated Engine
2025-06-09,Singapore,0.6856,7,67.9,True,Weather-Correlated Engine
2025-06-09,Rotterdam,0.6511,5,64.5,True,Weather-Correlated Engine
2025-06-09,Los Angeles,0.6086,6,60.3,True,Weather-Correlated Engine
2025-06-10,Shanghai,0.7367,7,72.9,True,Weather-Correlated Engine
2025-06-10,Singapore,0.7171,7,71.0,True,Weather-Correlated Engine
2025-06-10,Rotterdam,0.6464,5,64.0,True,Weather-Correlated Engine
2025-06-10,Los Angeles,0.6083,7,60.2,True,Weather-Correlated Engine
2025-06-11,Shanghai,0.7428,7,73.5,True,Weather-Correlated Engine
2025-06-11,Singapore,0.7054,7,69.8,True,Weather-Correlated Engine
2025-06-11,Rotterdam,0.6564,5,65.0,True,Weather-Correlated Engine
2025-06-11,Los Angeles,0.6067,7,60.1,True,Weather-Correlated Engine
2025-06-12,Shanghai,0.7019,5,69.5,True,Weather-Correlated Engine
2025-06-12,Singapore,0.6874,5,68.1,True,Weather-Correlated Engine
2025-06-12,Rotterdam,0.6635,5,65.7,True,Weather-Correlated Engine
2025-06-12,Los Angeles,0.6129,6,60.7,True,Weather-Correlated Engine
2025-06-13,Shanghai,0.735,7,72.8,True,Weather-Correlated Engine
2025-06-13,Singapore,0.6796,7,67.3,True,Weather-Correlated Engine
2025-06-13,Rotterdam,0.6439,6,63.8,True,Weather-Correlated Engine
2025-06-13,Los Angeles,0.6082,6,60.2,True,Weather-Correlated Engine
2025-06-14,Shanghai,0.7081,8,70.1,True,Weather-Correlated Engine
2025-06-14,Singapore,0.7073,6,70.0,True,Weather-Correlated Engine
2025-06-14,Rotterdam,0.6431,5,63.7,True,Weather-Correlated Engine
2025-06-14,Los Angeles,0.5947,4,58.9,True,Weather-Correlated Engine
2025-06-15,Shanghai,0.7098,8,70.3,True,Weather-Correlated Engine
2025-06-15,Singapore,0.7158,6,70.9,True,Weather-Correlated Engine
2025-06-15,Rotterdam,0.6841,5,67.7,True,Weather-Correlated Engine
2025-06-15,Los Angeles,0.6242,5,61.8,True,Weather-Correlated Engine
2025-06-16,Shanghai,0.725,8,71.8,True,Weather-Correlated Engine
2025-06-16,Singapore,0.7035,5,69.6,True,Weather-Correlated Engine
2025-06-16,Rotterdam,0.6748,6,66.8,True,Weather-Correlated Engine
2025-06-16,Los Angeles,0.617,5,61.1,True,Weather-Correlated Engine
2025-06-17,Shanghai,0.7417,8,73.4,True,Weather-Correlated Engine
2025-06-17,Singapore,0.7082,6,70.1,True,Weather-Correlated Engine
2025-06-17,Rotterdam,0.6733,5,66.7,True,Weather-Correlated Engine
2025-06-17,Los Angeles,0.5969,6,59.1,True,Weather-Correlated Engine
2025-06-18,Shanghai,0.7255,6,71.8,True,Weather-Correlated Engine
2025-06-18,Singapore,0.6767,7,67.0,True,Weather-Correlated Engine
2025-06-18,Rotterdam,0.6811,5,67.4,True,Weather-Correlated Engine
2025-06-18,Los Angeles,0.5954,5,58.9,True,Weather-Correlated Engine
2025-06-19,Shanghai,0.7125,7,70.5,True,Weather-Correlated Engine
2025-06-19,Singapore,0.6865,5,68.0,True,Weather-Correlated Engine
2025-06-19,Rotterdam,0.6848,6,67.8,True,Weather-Correlated Engine
2025-06-19,Los Angeles,0.5807,5,57.5,True,Weather-Correlated Engine
2025-06-20,Shanghai,0.7404,6,73.3,True,Weather-Correlated Engine
2025-06-20,Singapore,0.6709,6,66.4,True,Weather-Correlated Engine
2025-06-20,Rotterdam,0.6632,7,65.7,True,Weather-Correlated Engine
2025-06-20,Los Angeles,0.6282,5,62.2,True,Weather-Correlated Engine
2025-06-21,Shanghai,0.7051,6,69.8,True,Weather-Correlated Engine
2025-06-21,Singapore,0.7057,5,69.9,True,Weather-Correlated Engine
2025-06-21,Rotterdam,0.6773,6,67.1,True,Weather-Correlated Engine
2025-06-21,Los Angeles,0.611,7,60.5,True,Weather-Correlated Engine
2025-06-22,Shanghai,0.717,8,71.0,True,Weather-Correlated Engine
2025-06-22,Singapore,0.7139,6,70.7,True,Weather-Correlated Engine
2025-06-22,Rotterdam,0.6431,5,63.7,True,Weather-Correlated Engine
2025-06-22,Los Angeles,0.6104,5,60.4,True,Weather-Correlated Engine
2025-06-23,Shanghai,0.7252,7,71.8,True,Weather-Correlated Engine
2025-06-23,Singapore,0.7141,6,70.7,True,Weather-Correlated Engine
2025-06-23,Rotterdam,0.6516,7,64.5,True,Weather-Correlated Engine
2025-06-23,Los Angeles,0.6035,6,59.7,True,Weather-Correlated Engine
2025-06-24,Shanghai,0.7458,6,73.8,True,Weather-Correlated Engine
2025-06-24,Singapore,0.692,7,68.5,True,Weather-Correlated Engine
